game_id,date_time_utc,home_score,away_score,home_team_id,away_team_id,referee_id,stadium_id,home_manager_id,away_manager_id,expanded_minutes,season_name,matchday,attendance,knockout_game,last_updated_utc,extra_time,penalties,home_penalties,away_penalties,home_score_outlier,away_score_outlier,expanded_minutes_outlier,season_name_outlier,matchday_outlier,attendance_outlier,extra_time_outlier,penalties_outlier,home_penalties_outlier,away_penalties_outlier
9vQ2WAVmMK,2022-07-04 00:30:00 UTC,2,2,vzqoOgNqap,WBLMvYAQxe,gjMNk4v5Kp,jYQJZPZQGR,gOMnDkAqwN,gpMOYv1qzy,97,2022,18,28387,False,2022-07-07 06:45:03 UTC,,,,,False,False,False,False,False,False,False,False,False,False
e7Mz8nGJqr,2022-07-04 00:00:00 UTC,2,2,XVqKeVKM01,eV5DR6YQKn,a35r3kGqL6,raMyKkeqd2,jYQJJ1VQGR,2lqReDJ5r0,99,2022,9,7573,False,2022-07-04 02:11:13 UTC,,,,,False,False,False,False,False,False,False,False,False,False
odMXLxWxMY,2022-07-04 00:00:00 UTC,0,1,Z2vQ1xlqrA,a2lqRX2Mr0,0Oq6vG2q6D,NPqxy6XQ9d,N6MmpyLQEG,9z5kKNb5A3,101,2022,18,19065,False,2022-07-08 23:01:14 UTC,,,,,False,False,False,False,False,False,False,False,False,False
2vQ1BA9OMr,2022-07-04 00:00:00 UTC,3,2,kRQand1MKZ,a2lqR4JMr0,4wM4voBqjB,odMXGRrQYL,OlMlYvy5Lz,4wM4vOAqjB,102,2022,18,0,False,2022-07-06 13:54:01 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9Yqd3n2E5v,2022-07-03 23:30:00 UTC,0,0,mvzqoLZQap,9z5k7Yg5A3,7VqG6KX5vW,2vQ1eawQrA,NPqxkDY59d,0Oq6vPrq6D,100,2022,18,20469,False,2022-07-07 13:21:58 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NPqxradXM9,2022-07-03 23:30:00 UTC,2,2,19vQ2095K6,NWMWlBK5lz,4JMAYlPMKg,wvq9p775Wn,LeVq3j5WOJ,vzqozWB5ap,99,2022,18,20193,False,2022-07-07 13:24:39 UTC,,,,,False,False,False,False,False,False,False,False,False,False
aDQ03Ao3qE,2022-07-03 21:00:00 UTC,2,2,Vj58weDM8n,KAqBN0Vqbg,9vQ2mPaqK6,eVq32yn5WO,gpMOPN75zy,7vQ7m6Y5D1,96,2022,18,17704,False,2022-07-07 13:29:29 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Xj5YNvmyqb,2022-07-03 21:00:00 UTC,2,1,7VqG1lYMvW,aDQ0lzvQEv,NPqxr4jM9d,0Oq62v7q6D,7VqGDAjQvW,e7MzodG5r0,101,2022,9,6000,False,2022-07-03 23:18:57 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Vj58oAeLM8,2022-07-03 02:00:00 UTC,1,0,lgpMOvnQzy,eVq3ya6MWO,wvq9vKlQWn,ljqEDnO5x0,Pk5LWONMOW,NWMWxKe5lz,103,2022,18,18292,False,2022-07-05 09:36:33 UTC,,,,,False,False,False,False,False,False,False,False,False,False
OlMloNwDQL,2022-07-02 23:30:00 UTC,0,2,kRQabn8MKZ,jYQJ19EqGR,zeQZl7D5Kw,2lqRRVnqr0,0Oq6zkzq6D,odMXxreMYL,97,2022,18,23594,False,2022-07-05 07:42:43 UTC,,,,,False,False,False,False,False,False,False,False,False,False
N6MmRvmW5E,2022-07-02 23:00:00 UTC,0,3,raMyrr25d2,KPqjw8PQ6v,2vQ1Bo8MrA,NWMW84L5lz,KPqjYOy56v,wvq9bvaQWn,96,2022,9,3499,False,2022-07-04 18:22:13 UTC,,,,,False,False,False,False,False,False,False,False,False,False
p6qbJEmXq0,2022-07-02 02:30:00 UTC,1,1,kRQa8JOqKZ,Pk5LeeNqOW,e7Mz8Eeqr0,7vQ7xbOMD1,eV5D17RqKn,xW5pVglQg1,100,2022,9,17492,False,2022-07-05 15:53:19 UTC,,,,,False,False,False,False,False,False,False,False,False,False
XVqKB0mW50,2022-07-02 02:00:00 UTC,2,0,7vQ7BBzqD1,zeQZeazqKw,KAqBE1B5bg,9Yqda07QvJ,OlMlY7P5Lz,p6qbJw3q0G,96,2022,9,7519,False,2022-07-03 18:50:38 UTC,,,,,False,False,False,False,False,False,False,False,False,False
ljqEl8KV5x,2022-07-02 00:30:00 UTC,1,2,4JMAk47qKg,4wM4rZdqjB,9vQ28gY5K6,0x5g6ojM7O,gjMNpNDqKp,0x5gj0ZM7O,106,2022,9,5007,False,2022-07-03 20:48:53 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gjMNGxXD5K,2022-07-01 00:00:00 UTC,2,1,a2lqRX2Mr0,KAqBN0Vqbg,KPqjDeNM6v,NWMW84L5lz,9z5kKNb5A3,7vQ7m6Y5D1,101,2022,17,14122,False,2022-07-04 06:30:17 UTC,,,,,False,False,False,False,False,False,False,False,False,False
wvq9RA2BQW,2022-06-30 23:00:00 UTC,0,1,NPqxKXZ59d,gpMOLwl5zy,kRQa9k8QKZ,KXMeOR2q64,7VqGErdMvW,0Oq6mNP56D,103,2022,17,31661,False,2022-07-04 06:41:37 UTC,,,,,False,False,False,False,False,False,False,False,False,False
raMylaXdQd,2022-06-30 02:30:00 UTC,2,1,WBLMvYAQxe,YgOMngl5wN,2lqRG1WQr0,p6qbX06M0G,gpMOYv1qzy,jYQJlGW5GR,101,2022,17,22932,False,2022-07-03 09:25:17 UTC,,,,,False,False,False,False,False,False,False,False,False,False
EGMPOxj6Qa,2022-06-30 02:30:00 UTC,3,1,eVq3ya6MWO,mKAqBBmqbg,0Oq6vG2q6D,7vQ7xbOMD1,NWMWxKe5lz,KAqBwv7Qbg,95,2022,17,22014,False,2022-07-03 08:38:07 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gpMO6EzDQz,2022-06-30 02:30:00 UTC,2,3,kaDQ0wRqEv,kRQand1MKZ,EGMPLlxMaY,wvq9p1Y5Wn,Xj5Yx60Mbd,OlMlYvy5Lz,104,2022,24,18337,False,2022-07-03 08:10:02 UTC,,,,,False,False,False,False,False,False,False,False,False,False
7vQ7nE8GqD,2022-06-30 02:00:00 UTC,1,2,jYQJ19EqGR,APk5LGOMOW,odMX96a5YL,9Yqda07QvJ,odMXxreMYL,KPqjO38Q6v,97,2022,17,32375,False,2022-07-03 08:51:37 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9z5knLmdMA,2022-06-30 00:00:00 UTC,1,0,X0Oq66zq6D,9z5k7Yg5A3,0Oq6mnX56D,gpMOzdEQzy,2vQ1A60QrA,0Oq6vPrq6D,101,2022,17,10384,False,2022-07-03 11:08:47 UTC,,,,,False,False,False,False,False,False,False,False,False,False
315VVxJn59,2022-06-29 23:30:00 UTC,4,4,NWMWlBK5lz,Vj58weDM8n,a35rgjLqL6,Oa5wKLY514,vzqozWB5ap,gpMOPN75zy,104,2022,17,21258,False,2022-07-03 07:56:32 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eV5Drb6nQK,2022-06-29 23:30:00 UTC,1,2,kRQabn8MKZ,mvzqoLZQap,gjMNk4v5Kp,2lqRRVnqr0,0Oq6zkzq6D,NPqxkDY59d,96,2022,17,21289,False,2022-07-03 11:29:17 UTC,,,,,False,False,False,False,False,False,False,False,False,False
2lqRox4JQr,2022-06-27 00:00:00 UTC,0,0,lgpMOvnQzy,19vQ2095K6,xW5pE3Yqg1,ljqEDnO5x0,Pk5LWONMOW,LeVq3j5WOJ,96,2022,16,15084,False,2022-06-29 10:09:30 UTC,,,,,False,False,False,False,False,False,False,False,False,False
vzqokD6Jqa,2022-06-26 22:00:00 UTC,2,1,9z5k7Yg5A3,Vj58weDM8n,gjMNk4v5Kp,NWMW8ZN5lz,0Oq6vPrq6D,gpMOPN75zy,105,2022,16,18589,False,2022-06-29 07:27:30 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gOMn97glQw,2022-06-26 19:00:00 UTC,2,0,eVq3ya6MWO,a2lqRX2Mr0,odMX96a5YL,7vQ7xbOMD1,NWMWxKe5lz,9z5kKNb5A3,99,2022,16,0,False,2022-06-29 07:23:05 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NWMWPx3E5l,2022-06-26 02:30:00 UTC,3,0,WBLMvYAQxe,pzeQZ6xQKw,9vQ2mPaqK6,p6qbX06M0G,gpMOYv1qzy,0Oq6VPgq6D,104,2022,16,23448,False,2022-06-29 07:18:40 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0x5gg9AP57,2022-06-26 02:00:00 UTC,0,0,a2lqR4JMr0,mvzqoLZQap,0x5gNljM7O,e7MzlRjqr0,4wM4vOAqjB,NPqxkDY59d,102,2022,16,20311,False,2022-06-28 10:56:29 UTC,,,,,False,False,False,False,False,False,False,False,False,False
vzqokDpjqa,2022-06-26 01:00:00 UTC,2,2,gpMOLwl5zy,mKAqBBmqbg,vzqoWjkqap,jYQJZDDQGR,0Oq6mNP56D,KAqBwv7Qbg,100,2022,16,20738,False,2022-06-28 17:16:40 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eVq3gAVVqW,2022-06-26 00:00:00 UTC,2,1,zeQZkL1MKw,kRQand1MKZ,2lqRymD5r0,0x5gJZjM7O,gpMOYJ7qzy,OlMlYvy5Lz,99,2022,16,12147,False,2022-06-28 11:00:28 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Oa5w1aE4Q1,2022-06-26 00:00:00 UTC,2,0,YgOMngl5wN,X0Oq66zq6D,a35rgjLqL6,0x5g6ojM7O,jYQJlGW5GR,2vQ1A60QrA,103,2022,16,13081,False,2022-06-28 22:54:23 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gpMO6YxrQz,2022-06-25 23:30:00 UTC,2,1,kRQabn8MKZ,KAqBN0Vqbg,4JMAYlPMKg,2lqRRVnqr0,0Oq6zkzq6D,7vQ7m6Y5D1,99,2022,16,25527,False,2022-06-28 10:39:54 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KAqBDAxBMb,2022-06-25 23:30:00 UTC,2,1,APk5LGOMOW,NPqxKXZ59d,7VqG6KX5vW,NWMW8pj5lz,KPqjO38Q6v,gjMNG4k5Kp,102,2022,16,13520,False,2022-06-28 12:35:49 UTC,,,,,False,False,False,False,False,False,False,False,False,False
jYQJ3AvkMG,2022-06-25 21:00:00 UTC,1,3,EKXMeX3Q64,vzqoOgNqap,2lqRG1WQr0,xW5pwORMg1,p6qbk3BQ0G,gOMnDkAqwN,101,2022,16,19325,False,2022-06-28 13:18:58 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0Oq6OArxQ6,2022-06-25 19:00:00 UTC,3,0,jYQJ19EqGR,Z2vQ1xlqrA,KPqjDeNM6v,9Yqda07QvJ,odMXxreMYL,N6MmpyLQEG,100,2022,16,33380,False,2022-06-28 11:22:33 UTC,,,,,False,False,False,False,False,False,False,False,False,False
2lqRoxBWQr,2022-06-24 23:30:00 UTC,1,0,NWMWlBK5lz,jYQJ8EW5GR,wvq9vKlQWn,Oa5wKLY514,vzqozWB5ap,gjMNk8v5Kp,95,2022,16,24263,False,2022-06-25 23:09:39 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gpMO6YJnQz,2022-06-19 22:00:00 UTC,1,2,vzqoOgNqap,Z2vQ1xlqrA,2lqRymD5r0,jYQJZPZQGR,gOMnDkAqwN,N6MmpyLQEG,101,2022,15,29269,False,2022-06-23 09:13:42 UTC,,,,,False,False,False,False,False,False,False,False,False,False
BLMvDg3lqx,2022-06-19 21:00:00 UTC,3,4,zeQZeazqKw,4JMAk47qKg,a35r3kGqL6,gpMOrLOQzy,p6qbJw3q0G,0Oq6BpAq6D,94,2022,8,4117,False,2022-06-19 23:48:00 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Oa5w1aEjQ1,2022-06-19 21:00:00 UTC,2,1,19vQ2095K6,kRQand1MKZ,a35rgjLqL6,wvq9p775Wn,LeVq3j5WOJ,OlMlYvy5Lz,98,2022,15,21289,False,2022-06-23 09:10:52 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gOMn97jmQw,2022-06-19 21:00:00 UTC,1,1,Vj58weDM8n,pzeQZ6xQKw,0Oq6vG2q6D,eVq32yn5WO,gpMOPN75zy,0Oq6VPgq6D,100,2022,15,19812,False,2022-06-23 08:11:32 UTC,,,,,False,False,False,False,False,False,False,False,False,False
zeQZyvmYqK,2022-06-19 20:00:00 UTC,0,3,raMyrr25d2,7VqG1lYMvW,ljqEmaAqx0,NWMW84L5lz,KPqjYOy56v,7VqGDAjQvW,96,2022,8,7145,False,2022-06-21 21:03:04 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0Oq6OANXQ6,2022-06-19 19:00:00 UTC,2,0,KAqBN0Vqbg,zeQZkL1MKw,gjMNk4v5Kp,NWMWoaeMlz,0Oq6e7A56D,gpMOYJ7qzy,97,2022,15,42539,False,2022-06-22 11:23:10 UTC,,,,,False,False,False,False,False,False,False,False,False,False
4wM4G6YyQj,2022-06-19 19:00:00 UTC,6,0,Pk5LeeNqOW,XVqKeVKM01,NPqxr4jM9d,p6qbX06M0G,xW5pVglQg1,jYQJJ1VQGR,95,2022,8,16185,False,2022-06-21 17:04:05 UTC,,,,,True,False,False,False,False,False,False,False,False,False
4JMA7Dj2qK,2022-06-19 02:00:00 UTC,1,0,7vQ7BBzqD1,kRQa8JOqKZ,KPqjzRnq6v,9Yqda07QvJ,OlMlY7P5Lz,eV5D17RqKn,99,2022,8,6367,False,2022-06-21 18:58:35 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0x5gg98r57,2022-06-19 01:30:00 UTC,2,0,a2lqR4JMr0,0KPqjA456v,KPqjDeNM6v,e7MzlRjqr0,4wM4vOAqjB,e7MzX0Oqr0,96,2022,15,20517,False,2022-06-21 13:53:30 UTC,,,,,False,False,False,False,False,False,False,False,False,False
N6MmRy0R5E,2022-06-19 01:00:00 UTC,0,2,mKAqBBmqbg,lgpMOvnQzy,2lqRokLQr0,eVq3alGMWO,KAqBwv7Qbg,Pk5LWONMOW,100,2022,15,19096,False,2022-06-22 12:47:01 UTC,,,,,False,False,False,False,False,False,False,False,False,False
kRQadvXkqK,2022-06-19 00:30:00 UTC,2,2,4wM4rZdqjB,KPqjw8PQ6v,jYQJlGW5GR,NPqxy6XQ9d,0x5gj0ZM7O,wvq9bvaQWn,103,2022,8,6848,False,2022-06-19 03:04:29 UTC,,,,,False,False,False,False,False,False,False,False,False,False
ljqElxpE5x,2022-06-19 00:00:00 UTC,1,0,X0Oq66zq6D,EKXMeX3Q64,7VqG6KX5vW,gpMOzdEQzy,2vQ1A60QrA,p6qbk3BQ0G,98,2022,15,17650,False,2022-06-22 08:59:46 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KAqBDAxJMb,2022-06-18 23:30:00 UTC,2,1,jYQJ8EW5GR,YgOMngl5wN,9vQ2mPaqK6,vzqoJrj5ap,gjMNk8v5Kp,jYQJlGW5GR,101,2022,15,16333,False,2022-06-21 13:00:39 UTC,,,,,False,False,False,False,False,False,False,False,False,False
jYQJ3AvyMG,2022-06-18 23:30:00 UTC,0,1,APk5LGOMOW,gpMOLwl5zy,EGMPLlxMaY,NWMW8pj5lz,KPqjO38Q6v,0Oq6mNP56D,99,2022,15,15045,False,2022-06-21 20:01:25 UTC,,,,,False,False,False,False,False,False,False,False,False,False
e7Mz8awXqr,2022-06-18 23:30:00 UTC,1,1,mvzqoLZQap,NPqxKXZ59d,zeQZl7D5Kw,2vQ1eawQrA,NPqxkDY59d,gjMNG4k5Kp,97,2022,15,20446,False,2022-06-21 13:27:54 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NWMWPxO75l,2022-06-18 23:30:00 UTC,1,1,9z5k7Yg5A3,NWMWlBK5lz,kRQa9k8QKZ,NWMW8ZN5lz,0Oq6vPrq6D,vzqozWB5ap,99,2022,15,18717,False,2022-06-22 09:04:46 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eVq3gAV6qW,2022-06-18 23:00:00 UTC,2,0,a2lqRX2Mr0,kRQabn8MKZ,4wM4voBqjB,NWMW84L5lz,9z5kKNb5A3,0Oq6zkzq6D,98,2022,15,19142,False,2022-06-21 13:53:20 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Xj5YNxo0qb,2022-06-18 21:00:00 UTC,1,1,kaDQ0wRqEv,WBLMvYAQxe,odMX96a5YL,wvq9p1Y5Wn,Xj5Yx60Mbd,gpMOYv1qzy,98,2022,15,21414,False,2022-06-21 10:30:20 UTC,,,,,False,False,False,False,False,False,False,False,False,False
7VqGdvAeQv,2022-06-18 19:00:00 UTC,1,1,jYQJ19EqGR,eVq3ya6MWO,vzqoWjkqap,9Yqda07QvJ,odMXxreMYL,NWMWxKe5lz,99,2022,15,34642,False,2022-06-21 12:32:09 UTC,,,,,False,False,False,False,False,False,False,False,False,False
xW5pVvGRQg,2022-06-17 23:30:00 UTC,2,2,aDQ0lzvQEv,eV5DR6YQKn,odMX90o5YL,gjMN7lK5Kp,e7MzodG5r0,2lqReDJ5r0,97,2022,8,2790,False,2022-06-18 01:56:58 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Pk5LWxlYMO,2022-06-15 23:30:00 UTC,1,1,19vQ2095K6,jYQJ8EW5GR,4wM4voBqjB,wvq9p775Wn,LeVq3j5WOJ,gjMNk8v5Kp,99,2022,17,15308,False,2022-06-20 00:29:46 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gOMn97nmQw,2022-06-15 02:30:00 UTC,4,0,jYQJ19EqGR,lgpMOvnQzy,2lqRG1WQr0,9Yqda07QvJ,odMXxreMYL,Pk5LWONMOW,97,2022,9,31165,False,2022-06-20 00:25:36 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NPqxr6VWM9,2022-06-12 23:00:00 UTC,0,4,4JMAk47qKg,Pk5LeeNqOW,KPqjzRnq6v,0x5g6ojM7O,gjMNpNDqKp,xW5pVglQg1,99,2022,7,5006,False,2022-06-15 15:23:44 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9vQ2WgLLMK,2022-06-12 22:00:00 UTC,1,0,KPqjw8PQ6v,XVqKeVKM01,ljqEmaAqx0,9YqdkYR5vJ,wvq9bvaQWn,jYQJJ1VQGR,99,2022,7,3881,False,2022-06-15 19:32:19 UTC,,,,,False,False,False,False,False,False,False,False,False,False
aDQ03BVGqE,2022-06-12 21:00:00 UTC,1,1,7VqG1lYMvW,7vQ7BBzqD1,BLMvXyjqxe,0Oq62v7q6D,7VqGDAjQvW,OlMlY7P5Lz,99,2022,7,5000,False,2022-06-14 15:40:12 UTC,,,,,False,False,False,False,False,False,False,False,False,False
p6qbJ676q0,2022-06-12 19:00:00 UTC,1,2,Z2vQ1xlqrA,19vQ2095K6,jYQJnoVQGR,NPqxy6XQ9d,N6MmpyLQEG,LeVq3j5WOJ,104,2022,17,18703,False,2022-06-15 03:11:28 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KXMeBvjv56,2022-06-12 00:30:00 UTC,1,0,4wM4rZdqjB,raMyrr25d2,NPqxr4jM9d,NPqxy6XQ9d,0x5gj0ZM7O,KPqjYOy56v,101,2022,7,5695,False,2022-06-14 18:23:14 UTC,,,,,False,False,False,False,False,False,False,False,False,False
XVqKBxKR50,2022-06-12 00:00:00 UTC,0,0,vzqoOgNqap,0KPqjA456v,vzqoWjkqap,jYQJZPZQGR,gOMnDkAqwN,e7MzX0Oqr0,96,2022,17,28672,False,2022-06-15 03:05:22 UTC,,,,,False,False,False,False,False,False,False,False,False,False
odMXLvyeMY,2022-06-12 00:00:00 UTC,2,3,eV5DR6YQKn,kRQa8JOqKZ,gpMO6A2Qzy,BLMvra8Mxe,2lqReDJ5r0,eV5D17RqKn,103,2022,7,6139,False,2022-06-15 11:35:48 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9Yqd3v075v,2022-06-11 23:00:00 UTC,2,3,aDQ0lzvQEv,zeQZeazqKw,7vQ7nNdqD1,gjMN7lK5Kp,e7MzodG5r0,p6qbJw3q0G,97,2022,7,4236,False,2022-06-12 01:14:43 UTC,,,,,False,False,False,False,False,False,False,False,False,False
BLMvDabRqx,2022-06-11 19:00:00 UTC,2,0,NPqxKXZ59d,a2lqRX2Mr0,wvq9vKlQWn,KXMeOR2q64,gjMNG4k5Kp,9z5kKNb5A3,103,2022,17,32064,False,2022-06-14 13:41:05 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Vj58oRrDM8,2022-06-09 02:00:00 UTC,2,2,7VqG1lYMvW,Pk5LeeNqOW,0x5gNljM7O,0Oq62v7q6D,7VqGDAjQvW,xW5pVglQg1,97,2022,7,6100,False,2022-06-09 04:10:02 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eVq3gG8VqW,2022-06-09 00:00:00 UTC,0,0,KPqjw8PQ6v,aDQ0lzvQEv,BLMvXyjqxe,9YqdkYR5vJ,wvq9bvaQWn,e7MzodG5r0,97,2022,2,2312,False,2022-06-12 22:35:17 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KPqjOvJ2Q6,2022-06-08 02:00:00 UTC,0,0,kRQa8JOqKZ,4JMAk47qKg,ljqEyb4qx0,7vQ7xbOMD1,eV5D17RqKn,0Oq6BpAq6D,100,2022,8,16739,False,2022-06-11 11:43:12 UTC,,,,,False,False,False,False,False,False,False,False,False,False
a35rLwOoQL,2022-06-05 00:30:00 UTC,2,2,4wM4rZdqjB,7VqG1lYMvW,4wM4mGg5jB,NPqxy6XQ9d,0x5gj0ZM7O,7VqGDAjQvW,102,2022,6,7954,False,2022-06-06 14:53:12 UTC,,,,,False,False,False,False,False,False,False,False,False,False
OlMlov34QL,2022-06-05 00:00:00 UTC,0,3,eV5DR6YQKn,zeQZeazqKw,BLMvXYAqxe,BLMvra8Mxe,2lqReDJ5r0,p6qbJw3q0G,97,2022,6,5738,False,2022-06-09 18:10:34 UTC,,,,,False,False,False,False,False,False,False,False,False,False
zeQZyERKqK,2022-06-04 23:00:00 UTC,2,1,lgpMOvnQzy,a2lqR4JMr0,4JMAYlPMKg,ljqEDnO5x0,Pk5LWONMOW,4wM4vOAqjB,95,2022,16,17134,False,2022-06-09 17:41:04 UTC,,,,,False,False,False,False,False,False,False,False,False,False
2vQ1BWPbMr,2022-06-04 23:00:00 UTC,1,0,raMyrr25d2,aDQ0lzvQEv,jYQJlGW5GR,NWMW84L5lz,KPqjYOy56v,e7MzodG5r0,102,2022,6,6433,False,2022-06-06 18:37:32 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eV5DrlA9QK,2022-06-04 19:00:00 UTC,1,0,KPqjw8PQ6v,7vQ7BBzqD1,a35r3kGqL6,9YqdkYR5vJ,wvq9bvaQWn,OlMlY7P5Lz,98,2022,6,3002,False,2022-06-11 18:23:18 UTC,,,0.0,0.0,False,False,False,False,False,False,False,False,False,False
7vQ7no1OqD,2022-06-04 02:30:00 UTC,3,0,Pk5LeeNqOW,kRQa8JOqKZ,9vQ28gY5K6,p6qbX06M0G,xW5pVglQg1,eV5D17RqKn,96,2022,6,14493,False,2022-06-04 22:58:08 UTC,,,,,False,False,False,False,False,False,False,False,False,False
raMylOPlQd,2022-06-04 00:30:00 UTC,5,0,4JMAk47qKg,XVqKeVKM01,ljqEyb4qx0,0x5g6ojM7O,gjMNpNDqKp,gOMnAdOQwN,96,2022,6,6073,False,2022-06-04 02:47:48 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gjMNGaO35K,2022-06-01 23:30:00 UTC,1,1,aDQ0lzvQEv,KPqjw8PQ6v,gpMO6alQzy,gjMN7lK5Kp,e7MzodG5r0,wvq9bvaQWn,103,2022,6,1961,False,2022-06-02 18:10:47 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Pk5LWjGEMO,2022-05-30 19:00:00 UTC,1,0,4wM4rZdqjB,eV5DR6YQKn,ljqEyb4qx0,NPqxy6XQ9d,0x5gj0ZM7O,2lqReDJ5r0,101,2022,5,6484,False,2022-05-30 21:11:54 UTC,,,,,False,False,False,False,False,False,False,False,False,False
4wM4GAPzQj,2022-05-30 01:30:00 UTC,2,1,jYQJ19EqGR,NPqxKXZ59d,9vQ2mPaqK6,9Yqda07QvJ,odMXxreMYL,gjMNG4k5Kp,97,2022,14,32763,False,2022-06-02 07:27:03 UTC,,,,,False,False,False,False,False,False,False,False,False,False
EGMPOzoxQa,2022-05-30 00:00:00 UTC,0,1,kRQa8JOqKZ,raMyrr25d2,ljqEymNqx0,7vQ7xbOMD1,eV5D17RqKn,KPqjYOy56v,100,2022,5,18784,False,2022-06-03 16:59:39 UTC,,,,,False,False,False,False,False,False,False,False,False,False
315VVvLY59,2022-05-29 23:00:00 UTC,1,1,4JMAk47qKg,zeQZeazqKw,2vQ1Bo8MrA,0x5g6ojM7O,gjMNpNDqKp,p6qbJw3q0G,101,2022,5,4852,False,2022-05-30 01:14:36 UTC,,,,,False,False,False,False,False,False,False,False,False,False
4JMA7A26qK,2022-05-29 22:00:00 UTC,4,1,kaDQ0wRqEv,gpMOLwl5zy,ljqExYw5x0,wvq9p1Y5Wn,Xj5Yx60Mbd,0Oq6mNP56D,98,2022,14,20433,False,2022-06-02 07:04:53 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9z5knvwJMA,2022-05-29 19:00:00 UTC,1,0,7vQ7BBzqD1,7VqG1lYMvW,eVq3grjqWO,9Yqda07QvJ,OlMlY7P5Lz,7VqGDAjQvW,97,2022,5,5712,False,2022-05-30 02:24:09 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KPqjOPXyQ6,2022-05-29 01:30:00 UTC,3,0,a2lqR4JMr0,YgOMngl5wN,gjMNk4v5Kp,e7MzlRjqr0,4wM4vOAqjB,jYQJlGW5GR,96,2022,14,20489,False,2022-05-31 11:29:07 UTC,,,,,False,False,False,False,False,False,False,False,False,False
OlMloNxgQL,2022-05-29 01:00:00 UTC,1,3,pzeQZ6xQKw,vzqoOgNqap,7VqG6KX5vW,9z5ka6gQA3,0Oq6VPgq6D,gOMnDkAqwN,97,2022,14,15465,False,2022-06-01 11:55:06 UTC,,,,,False,False,False,False,False,False,False,False,False,False
kRQadGygqK,2022-05-29 01:00:00 UTC,0,1,Z2vQ1xlqrA,lgpMOvnQzy,EGMPLlxMaY,NPqxy6XQ9d,N6MmpyLQEG,Pk5LWONMOW,97,2022,14,19206,False,2022-06-03 20:46:44 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KXMeBorx56,2022-05-29 00:00:00 UTC,0,1,kRQand1MKZ,Vj58weDM8n,0Oq6mnX56D,odMXGRrQYL,OlMlYvy5Lz,2lqRa4D5r0,99,2022,14,19695,False,2022-06-01 11:36:46 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9Yqd3n195v,2022-05-29 00:00:00 UTC,2,1,zeQZkL1MKw,WBLMvYAQxe,jYQJnoVQGR,0x5gJZjM7O,gpMOYJ7qzy,gpMOYv1qzy,99,2022,14,11161,False,2022-06-02 14:41:14 UTC,,,,,False,False,False,False,False,False,False,False,False,False
wvq9R9lNQW,2022-05-29 00:00:00 UTC,2,2,KPqjw8PQ6v,Pk5LeeNqOW,NPqxr4jM9d,9YqdkYR5vJ,wvq9bvaQWn,xW5pVglQg1,98,2022,5,3268,False,2022-06-02 17:48:02 UTC,,,,,False,False,False,False,False,False,False,False,False,False
odMXLxn2MY,2022-05-28 23:30:00 UTC,4,3,APk5LGOMOW,NWMWlBK5lz,zeQZlGK5Kw,NWMW8pj5lz,KPqjO38Q6v,vzqozWB5ap,102,2022,14,14225,False,2022-06-01 09:04:31 UTC,,,,,False,False,False,False,False,False,False,False,False,False
