player_id,team_id,season_name,general_position,minutes_played,shots,shots_on_target,goals,xgoals,xplace,goals_minus_xgoals,key_passes,primary_assists,xassists,primary_assists_minus_xassists,xgoals_plus_xassists,points_added,xpoints_added,season_name_outlier,minutes_played_outlier,shots_outlier,shots_on_target_outlier,goals_outlier,xgoals_outlier,xplace_outlier,goals_minus_xgoals_outlier,key_passes_outlier,primary_assists_outlier,xassists_outlier,primary_assists_minus_xassists_outlier,xgoals_plus_xassists_outlier,points_added_outlier,xpoints_added_outlier
gjMNR8xjMK,kRQand1MKZ,2021,GK,2958,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNR8xjMK,kRQand1MKZ,2022,GK,245,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNR8xjMK,EKXMeX3Q64,2023,GK,2481,0,0,0,0.0,0.0,0.0,1,0,0.0582,-0.0582,0.0582,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNR8xjMK,EKXMeX3Q64,2024,GK,527,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNrbKMKp,EKXMeX3Q64,2022,ST,605,24,8,1,3.395,-1.0931,-2.395,6,0,0.6344000000000001,-0.6344000000000001,4.0294,0.5232,2.6363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNrbKMKp,EKXMeX3Q64,2023,ST,3134,107,40,14,18.3305,-1.9549,-4.3305,36,2,3.5334,-1.5333999999999999,21.8639,7.5388,11.7905,False,False,True,True,True,True,False,True,False,False,False,False,True,True,True
gjMNrbKMKp,EKXMeX3Q64,2024,ST,2958,94,47,23,19.5744,2.7884,3.4256,31,3,5.0573,-2.0573,24.6317,12.8872,12.2824,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True
gjMNRBVDMK,a2lqRX2Mr0,2018,W,96,1,1,1,0.2701,0.2519,0.7299,0,0,0.0,0.0,0.2701,0.321,0.0867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNRBVDMK,a2lqRX2Mr0,2020,W,202,3,1,1,0.7211000000000001,-0.30870000000000003,0.27890000000000004,4,1,0.4697,0.5303,1.1908,0.0109,0.26980000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNReABMK,KAqBN0Vqbg,2020,AM,498,14,7,2,2.1217,-0.2167,-0.1217,7,1,0.31270000000000003,0.6873,2.4343,1.1084,1.2278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
